title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,doi_key,title_norm,citation_score,recency_score,kw_score_raw,kw_score,gold_probability,cluster3_probability,ml_match_gold,ml_match_cluster,ml_score_gold,ml_score_cluster3,ml_score_total,final_score,pdf_file,status,final_url
Surface passivation engineering strategy to fully-inorganic cubic CsPbI3 perovskites for high-performance solar cells,2018,10.1038/s41467-018-03169-0,https://openalex.org/W2789697021,656,True,https://www.nature.com/articles/s41467-018-03169-0.pdf,https://doi.org/10.1038/s41467-018-03169-0,Nature Communications,10.1038s41467-018-03169-0,surface passivation engineering strategy to fully inorganic cubic cspbi3 perovskites for high performance solar cells,32.43842009242305,0.3,0.0,0.0,0.783637542348521,0.595082251753296,doi_key,doi_key,9.403650508182253,4.760658014026368,14.16430852220862,46.90272861463167,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-03169-0_Surface_passivation_engineering_strategy_to_fully-inorganic_cubic_CsPbI3_perovskites_for_high-performance_sol.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-03169-0.pdf
A polymer scaffold for self-healing perovskite solar cells,2016,10.1038/ncomms10228,https://openalex.org/W2397919288,658,True,https://www.nature.com/articles/ncomms10228.pdf,https://doi.org/10.1038/ncomms10228,Nature Communications,10.1038ncomms10228,a polymer scaffold for self healing perovskite solar cells,32.453617672512536,0.1,0.0,0.0,0.7834355450863304,0.5912128655231335,doi_key,doi_key,9.401226541035964,4.729702924185068,14.130929465221032,46.68454713773357,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2016_10.1038ncomms10228_A_polymer_scaffold_for_self-healing_perovskite_solar_cells.pdf,downloaded_pdf,https://www.nature.com/articles/ncomms10228.pdf
Highly efficient planar perovskite solar cells through band alignment engineering,2015,10.1039/c5ee02608c,https://openalex.org/W1941396097,1234,True,https://pubs.rsc.org/en/content/articlepdf/2015/ee/c5ee02608c,https://doi.org/10.1039/c5ee02608c,Energy & Environmental Science,10.1039c5ee02608c,highly efficient planar perovskite solar cells through band alignment engineering,35.59413124531039,0.0,0.0,0.0,0.7692609653588279,0.2089597706151308,doi_key,doi_key,9.231131584305936,1.6716781649210464,10.90280974922698,46.496940994537376,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2015_10.1039c5ee02608c_Highly_efficient_planar_perovskite_solar_cells_through_band_alignment_engineering.pdf,downloaded_pdf,https://pubs.rsc.org/en/content/articlepdf/2015/ee/c5ee02608c
Color-stable highly luminescent sky-blue perovskite light-emitting diodes,2018,10.1038/s41467-018-05909-8,https://openalex.org/W2888115472,711,True,https://www.nature.com/articles/s41467-018-05909-8.pdf,https://doi.org/10.1038/s41467-018-05909-8,Nature Communications,10.1038s41467-018-05909-8,color stable highly luminescent sky blue perovskite light emitting diodes,32.84038955705988,0.3,0.0,0.0,0.7949152984449944,0.3397458495189332,doi_key,doi_key,9.538983581339933,2.7179667961514657,12.256950377491398,45.39733993455128,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-05909-8_Color-stable_highly_luminescent_sky-blue_perovskite_light-emitting_diodes.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-05909-8.pdf
Perovskite Materials for Light‐Emitting Diodes and Lasers,2016,10.1002/adma.201600669,https://openalex.org/W2396261957,1429,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.201600669,https://doi.org/10.1002/adma.201600669,Advanced Materials,10.1002adma.201600669,perovskite materials for light emitting diodes and lasers,36.32714861626977,0.1,0.0,0.0,0.6607836139447292,0.1280008569153282,doi_key,doi_key,7.92940336733675,1.0240068553226256,8.953410222659375,45.38055883892915,,no_accessible_pdf_found,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.201600669
A molecular nematic liquid crystalline material for high-performance organic photovoltaics,2015,10.1038/ncomms7013,https://openalex.org/W2085915663,617,True,https://www.nature.com/articles/ncomms7013.pdf,https://doi.org/10.1038/ncomms7013,Nature Communications,10.1038ncomms7013,a molecular nematic liquid crystalline material for high performance organic photovoltaics,32.132442287288455,0.0,0.0,0.0,0.7554084347032964,0.511096823436706,doi_key,doi_key,9.064901216439557,4.088774587493648,13.153675803933204,45.28611809122166,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2015_10.1038ncomms7013_A_molecular_nematic_liquid_crystalline_material_for_high-performance_organic_photovoltaics.pdf,downloaded_pdf,https://www.nature.com/articles/ncomms7013.pdf
Highly efficient all-inorganic perovskite solar cells with suppressed non-radiative recombination by a Lewis base,2020,10.1038/s41467-019-13909-5,https://openalex.org/W2999691245,632,True,https://www.nature.com/articles/s41467-019-13909-5.pdf,https://doi.org/10.1038/s41467-019-13909-5,Nature Communications,10.1038s41467-019-13909-5,highly efficient all inorganic perovskite solar cells with suppressed non radiative recombination by a lewis base,32.25235211072088,0.5,0.0,0.0,0.7775915878293944,0.3928136804794974,doi_key,doi_key,9.331099053952734,3.142509443835979,12.473608497788714,45.2259606085096,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2020_10.1038s41467-019-13909-5_Highly_efficient_all-inorganic_perovskite_solar_cells_with_suppressed_non-radiative_recombination_by_a_Lewis_.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-13909-5.pdf
Solvent-controlled growth of inorganic perovskite films in dry environment for efficient and stable solar cells,2018,10.1038/s41467-018-04636-4,https://openalex.org/W2806673750,628,True,https://www.nature.com/articles/s41467-018-04636-4.pdf,https://doi.org/10.1038/s41467-018-04636-4,Nature Communications,10.1038s41467-018-04636-4,solvent controlled growth of inorganic perovskite films in dry environment for efficient and stable solar cells,32.22065628350221,0.3,0.0,0.0,0.7800803177353132,0.4005097679011031,doi_key,doi_key,9.360963812823758,3.204078143208825,12.565041956032584,45.08569823953479,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-04636-4_Solvent-controlled_growth_of_inorganic_perovskite_films_in_dry_environment_for_efficient_and_stable_solar_cel.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-04636-4.pdf
"Humidity Sensors Principle, Mechanism, and Fabrication Technologies: A Comprehensive Review",2014,10.3390/s140507881,https://openalex.org/W2001086979,1218,True,https://www.mdpi.com/1424-8220/14/5/7881/pdf?version=1403353770,https://doi.org/10.3390/s140507881,Sensors,10.3390s140507881,humidity sensors principle mechanism and fabrication technologies a comprehensive review,35.528930647406355,0.0,0.0,0.0,0.6581463417490052,0.1742727270838239,doi_key,doi_key,7.897756100988063,1.3941818166705913,9.291937917658654,44.82086856506501,,no_accessible_pdf_found,https://www.mdpi.com/1424-8220/14/5/7881/pdf?version=1403353770
Solution-processed perovskite light emitting diodes with efficiency exceeding 15% through additive-controlled nanostructure tailoring,2018,10.1038/s41467-018-06425-5,https://openalex.org/W2891879216,482,True,https://www.nature.com/articles/s41467-018-06425-5.pdf,https://doi.org/10.1038/s41467-018-06425-5,Nature Communications,10.1038s41467-018-06425-5,solution processed perovskite light emitting diodes with efficiency exceeding 15 through additive controlled nanostructure tailoring,30.90008326826286,0.3,1.0,2.0,0.7262447790063006,0.3326990228550492,doi_key,doi_key,8.714937348075606,2.6615921828403937,11.376529530916,44.57661279917886,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-06425-5_Solution-processed_perovskite_light_emitting_diodes_with_efficiency_exceeding_15_through_additive-controlled_.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-06425-5.pdf
Sn(IV)-free tin perovskite films realized by in situ Sn(0) nanoparticle treatment of the precursor solution,2020,10.1038/s41467-020-16726-3,https://openalex.org/W3034736206,277,True,https://www.nature.com/articles/s41467-020-16726-3.pdf,https://doi.org/10.1038/s41467-020-16726-3,Nature Communications,10.1038s41467-020-16726-3,sn iv free tin perovskite films realized by in situ sn 0 nanoparticle treatment of the precursor solution,28.138105568453184,0.5,3.0,6.0,0.5708702317576309,0.3853574223241612,doi_key,doi_key,6.85044278109157,3.0828593785932896,9.93330215968486,44.57140772813804,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2020_10.1038s41467-020-16726-3_SnIV-free_tin_perovskite_films_realized_by_in_situ_Sn0_nanoparticle_treatment_of_the_precursor_solution.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-020-16726-3.pdf
Nucleation-controlled growth of superior lead-free perovskite Cs3Bi2I9 single-crystals for high-performance X-ray detection,2020,10.1038/s41467-020-16034-w,https://openalex.org/W3022329226,495,True,https://www.nature.com/articles/s41467-020-16034-w.pdf,https://doi.org/10.1038/s41467-020-16034-w,Nature Communications,10.1038s41467-020-16034-w,nucleation controlled growth of superior lead free perovskite cs3bi2i9 single crystals for high performance x ray detection,31.03287963362464,0.5,0.0,0.0,0.7393685319855464,0.4947688890158161,doi_key,doi_key,8.872422383826557,3.958151112126529,12.830573495953086,44.36345312957772,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2020_10.1038s41467-020-16034-w_Nucleation-controlled_growth_of_superior_lead-free_perovskite_Cs3Bi2I9_single-crystals_for_high-performance_X.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-020-16034-w.pdf
Modulation of recombination zone position for quasi-two-dimensional blue perovskite light-emitting diodes with efficiency exceeding 5%,2019,10.1038/s41467-019-09011-5,https://openalex.org/W2919782722,558,True,https://www.nature.com/articles/s41467-019-09011-5.pdf,https://doi.org/10.1038/s41467-019-09011-5,Nature Communications,10.1038s41467-019-09011-5,modulation of recombination zone position for quasi two dimensional blue perovskite light emitting diodes with efficiency exceeding 5,31.63074736577549,0.4,0.0,0.0,0.7364850566810881,0.4335674286359521,doi_key,doi_key,8.837820680173056,3.468539429087617,12.306360109260671,44.33710747503617,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1038s41467-019-09011-5_Modulation_of_recombination_zone_position_for_quasi-two-dimensional_blue_perovskite_light-emitting_diodes_wit.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-09011-5.pdf
Highly stable flexible pressure sensors with a quasi-homogeneous composition and interlinked interfaces,2022,10.1038/s41467-022-29093-y,https://openalex.org/W4221009261,382,True,https://www.nature.com/articles/s41467-022-29093-y.pdf,https://doi.org/10.1038/s41467-022-29093-y,Nature Communications,10.1038s41467-022-29093-y,highly stable flexible pressure sensors with a quasi homogeneous composition and interlinked interfaces,29.740174945903227,0.7,2.0,4.0,0.6178771901779471,0.2844576341329164,doi_key,doi_key,7.414526282135364,2.275661073063332,9.690187355198695,44.13036230110192,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2022_10.1038s41467-022-29093-y_Highly_stable_flexible_pressure_sensors_with_a_quasi-homogeneous_composition_and_interlinked_interfaces.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-022-29093-y.pdf
End-to-end design of wearable sensors,2022,10.1038/s41578-022-00460-x,https://openalex.org/W4286560842,1034,True,https://www.nature.com/articles/s41578-022-00460-x.pdf,https://doi.org/10.1038/s41578-022-00460-x,Nature Reviews Materials,10.1038s41578-022-00460-x,end to end design of wearable sensors,34.710783528497345,0.7,0.0,0.0,0.5990147155160309,0.1864859817292396,doi_key,doi_key,7.188176586192371,1.4918878538339169,8.680064440026289,44.09084796852363,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2022_10.1038s41578-022-00460-x_End-to-end_design_of_wearable_sensors.pdf,downloaded_pdf,https://www.nature.com/articles/s41578-022-00460-x.pdf
All-inorganic cesium lead iodide perovskite solar cells with stabilized efficiency beyond 15%,2018,10.1038/s41467-018-06915-6,https://openalex.org/W2898318364,486,True,https://www.nature.com/articles/s41467-018-06915-6.pdf,https://doi.org/10.1038/s41467-018-06915-6,Nature Communications,10.1038s41467-018-06915-6,all inorganic cesium lead iodide perovskite solar cells with stabilized efficiency beyond 15,30.94132061541295,0.3,0.0,0.0,0.7482337328516196,0.4468754052359227,doi_key,doi_key,8.978804794219435,3.5750032418873814,12.553808036106815,43.79512865151977,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-06915-6_All-inorganic_cesium_lead_iodide_perovskite_solar_cells_with_stabilized_efficiency_beyond_15.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-06915-6.pdf
Metal oxide nanoparticles and their applications in nanotechnology,2019,10.1007/s42452-019-0592-3,https://openalex.org/W2944906172,1001,True,https://link.springer.com/content/pdf/10.1007/s42452-019-0592-3.pdf,https://doi.org/10.1007/s42452-019-0592-3,SN Applied Sciences,10.1007s42452-019-0592-3,metal oxide nanoparticles and their applications in nanotechnology,34.54876640822405,0.4,0.0,0.0,0.5912500126166279,0.1938913543726276,doi_key,doi_key,7.095000151399535,1.551130834981021,8.646130986380555,43.5948973946046,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1007s42452-019-0592-3_Metal_oxide_nanoparticles_and_their_applications_in_nanotechnology.pdf,downloaded_pdf,https://link.springer.com/content/pdf/10.1007/s42452-019-0592-3.pdf
Facile fabrication of large-grain CH3NH3PbI3−xBrx films for high-efficiency solar cells via CH3NH3Br-selective Ostwald ripening,2016,10.1038/ncomms12305,https://openalex.org/W2478184717,526,True,https://www.nature.com/articles/ncomms12305.pdf,https://doi.org/10.1038/ncomms12305,Nature Communications,10.1038ncomms12305,facile fabrication of large grain ch3nh3pbi3 xbrx films for high efficiency solar cells via ch3nh3br selective ostwald ripening,31.33600274270681,0.1,0.0,0.0,0.7291555007601245,0.4250908711407534,doi_key,doi_key,8.749866009121494,3.400726969126027,12.15059297824752,43.586595720954335,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2016_10.1038ncomms12305_Facile_fabrication_of_large-grain_CH3NH3PbI3xBrx_films_for_high-efficiency_solar_cells_via_CH3NH3Br-selective_Ostwal.pdf,downloaded_pdf,https://www.nature.com/articles/ncomms12305.pdf
Circularly polarized light detection using chiral hybrid perovskite,2019,10.1038/s41467-019-09942-z,https://openalex.org/W2941942848,552,True,https://www.nature.com/articles/s41467-019-09942-z.pdf,https://doi.org/10.1038/s41467-019-09942-z,Nature Communications,10.1038s41467-019-09942-z,circularly polarized light detection using chiral hybrid perovskite,31.57679000761168,0.4,0.0,0.0,0.7317589535137154,0.3521045995769767,doi_key,doi_key,8.781107442164586,2.8168367966158137,11.5979442387804,43.57473424639207,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1038s41467-019-09942-z_Circularly_polarized_light_detection_using_chiral_hybrid_perovskite.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-09942-z.pdf
One-stone-for-two-birds strategy to attain beyond 25% perovskite solar cells,2023,10.1038/s41467-023-36229-1,https://openalex.org/W4321002470,295,True,https://www.nature.com/articles/s41467-023-36229-1.pdf,https://doi.org/10.1038/s41467-023-36229-1,Nature Communications,10.1038s41467-023-36229-1,one stone for two birds strategy to attain beyond 25 perovskite solar cells,28.4517972716203,0.8,0.0,0.0,0.5734818758971764,0.9230917216138336,doi_key,doi_key,6.881782510766117,7.384733772910669,14.266516283676786,43.51831355529709,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2023_10.1038s41467-023-36229-1_One-stone-for-two-birds_strategy_to_attain_beyond_25_perovskite_solar_cells.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-023-36229-1.pdf
Recent progress in metal–organic complexes for optoelectronic applications,2014,10.1039/c3cs60449g,https://openalex.org/W2171635616,1126,True,https://pubs.rsc.org/en/content/articlepdf/2014/cs/c3cs60449g,https://doi.org/10.1039/c3cs60449g,Chemical Society Reviews,10.1039c3cs60449g,recent progress in metal organic complexes for optoelectronic applications,35.13657257019888,0.0,0.0,0.0,0.5918207907297325,0.153590603677018,doi_key,doi_key,7.101849488756789,1.228724829416144,8.330574318172934,43.467146888371815,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2014_10.1039c3cs60449g_Recent_progress_in_metalorganic_complexes_for_optoelectronic_applications.pdf,downloaded_pdf,https://pubs.rsc.org/en/content/articlepdf/2014/cs/c3cs60449g
Dipolar cations confer defect tolerance in wide-bandgap metal halide perovskites,2018,10.1038/s41467-018-05531-8,https://openalex.org/W2885341599,298,True,https://www.nature.com/articles/s41467-018-05531-8.pdf,https://doi.org/10.1038/s41467-018-05531-8,Nature Communications,10.1038s41467-018-05531-8,dipolar cations confer defect tolerance in wide bandgap metal halide perovskites,28.50221786695344,0.3,0.0,0.0,0.5922236553626579,0.9276047821006532,doi_key,doi_key,7.106683864351894,7.420838256805226,14.52752212115712,43.32973998811055,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-05531-8_Dipolar_cations_confer_defect_tolerance_in_wide-bandgap_metal_halide_perovskites.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-05531-8.pdf
Synthetic control over orientational degeneracy of spacer cations enhances solar cell efficiency in two-dimensional perovskites,2019,10.1038/s41467-019-08980-x,https://openalex.org/W2924619706,294,True,https://www.nature.com/articles/s41467-019-08980-x.pdf,https://doi.org/10.1038/s41467-019-08980-x,Nature Communications,10.1038s41467-019-08980-x,synthetic control over orientational degeneracy of spacer cations enhances solar cell efficiency in two dimensional perovskites,28.434876781699103,0.4,0.0,0.0,0.5710916290249921,0.929764541560316,doi_key,doi_key,6.853099548299905,7.438116332482528,14.291215880782431,43.12609266248153,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1038s41467-019-08980-x_Synthetic_control_over_orientational_degeneracy_of_spacer_cations_enhances_solar_cell_efficiency_in_two-dimen.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-08980-x.pdf
Machine learning in materials science,2019,10.1002/inf2.12028,https://openalex.org/W2972418846,944,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/inf2.12028,https://doi.org/10.1002/inf2.12028,InfoMat,10.1002inf2.12028,machine learning in materials science,34.25592463746872,0.4,0.0,0.0,0.5784571878195132,0.1894461230468633,doi_key,doi_key,6.941486253834158,1.5155689843749065,8.457055238209065,43.11297987567778,,no_accessible_pdf_found,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/inf2.12028
A general approach to high-efficiency perovskite solar cells by any antisolvent,2021,10.1038/s41467-021-22049-8,https://openalex.org/W3129036993,417,True,https://www.nature.com/articles/s41467-021-22049-8.pdf,https://doi.org/10.1038/s41467-021-22049-8,Nature Communications,10.1038s41467-021-22049-8,a general approach to high efficiency perovskite solar cells by any antisolvent,30.17740716262378,0.6,0.0,0.0,0.7322204513702688,0.4242227013812713,doi_key,doi_key,8.786645416443225,3.3937816110501706,12.180427027493396,42.957834190117175,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2021_10.1038s41467-021-22049-8_A_general_approach_to_high-efficiency_perovskite_solar_cells_by_any_antisolvent.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-021-22049-8.pdf
Degradation mechanism of hybrid tin-based perovskite solar cells and the critical role of tin (IV) iodide,2021,10.1038/s41467-021-22864-z,https://openalex.org/W3160621054,453,True,https://www.nature.com/articles/s41467-021-22864-z.pdf,https://doi.org/10.1038/s41467-021-22864-z,Nature Communications,10.1038s41467-021-22864-z,degradation mechanism of hybrid tin based perovskite solar cells and the critical role of tin iv iodide,30.59048599020674,0.6,0.0,0.0,0.7187008311246217,0.3646455247773327,doi_key,doi_key,8.62440997349546,2.9171641982186616,11.54157417171412,42.73206016192086,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2021_10.1038s41467-021-22864-z_Degradation_mechanism_of_hybrid_tin-based_perovskite_solar_cells_and_the_critical_role_of_tin_IV_iodide.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-021-22864-z.pdf
