title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,doi_key,title_norm,citation_score,recency_score,kw_score_raw,kw_score,gold_probability,cluster3_probability,ml_match_gold,ml_match_cluster,ml_score_gold,ml_score_cluster3,ml_score_total,final_score
"Research Update: Large-area deposition, coating, printing, and processing techniques for the upscaling of perovskite solar cell technology",2016,10.1063/1.4962478,https://openalex.org/W2521353428,266,True,https://aip.scitation.org/doi/pdf/10.1063/1.4962478,https://doi.org/10.1063/1.4962478,APL Materials,10.10631.4962478,research update large area deposition coating printing and processing techniques for the upscaling of perovskite solar cell technology,27.936243292001247,0.1,2.5,5.0,0.0,0.0,,,0.0,0.0,0.0,33.036243292001245
Highly efficient all-inorganic perovskite solar cells with suppressed non-radiative recombination by a Lewis base,2020,10.1038/s41467-019-13909-5,https://openalex.org/W2999691245,667,True,https://www.nature.com/articles/s41467-019-13909-5.pdf,https://doi.org/10.1038/s41467-019-13909-5,Nature Communications,10.1038s41467-019-13909-5,highly efficient all inorganic perovskite solar cells with suppressed non radiative recombination by a lewis base,32.521440867683225,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.021440867683225
Roll‐to‐Roll Slot Die Coated Perovskite for Efficient Flexible Solar Cells,2018,10.1002/aenm.201801935,https://openalex.org/W2896268144,252,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201801935,https://doi.org/10.1002/aenm.201801935,Advanced Energy Materials,10.1002aenm.201801935,roll to roll slot die coated perovskite for efficient flexible solar cells,27.666947443637603,0.3,2.5,5.0,0.0,0.0,,,0.0,0.0,0.0,32.96694744363761
Life cycle assessment of inkjet printed perovskite solar cells,2022,10.1016/j.jclepro.2022.133665,https://openalex.org/W4292396068,46,True,https://ars.els-cdn.com/content/image/1-s2.0-S0959652622032437-ga1_lrg.jpg,https://doi.org/10.1016/j.jclepro.2022.133665,Journal of Cleaner Production,10.1016j.jclepro.2022.133665,life cycle assessment of inkjet printed perovskite solar cells,19.250738008550293,0.7,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,32.95073800855029
High Quality Inkjet Printed‐Emissive Nanocrystalline Perovskite CsPbBr 3 Layers for Color Conversion Layer and LEDs Applications,2022,10.1002/admt.202101525,https://openalex.org/W4210415694,46,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202101525,https://doi.org/10.1002/admt.202101525,Advanced Materials Technologies,10.1002admt.202101525,high quality inkjet printed emissive nanocrystalline perovskite cspbbr 3 layers for color conversion layer and leds applications,19.250738008550293,0.7,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,32.95073800855029
Surface passivation engineering strategy to fully-inorganic cubic CsPbI3 perovskites for high-performance solar cells,2018,10.1038/s41467-018-03169-0,https://openalex.org/W2789697021,670,True,https://www.nature.com/articles/s41467-018-03169-0.pdf,https://doi.org/10.1038/s41467-018-03169-0,Nature Communications,10.1038s41467-018-03169-0,surface passivation engineering strategy to fully inorganic cubic cspbi3 perovskites for high performance solar cells,32.54384568485841,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.84384568485841
Meniscus-assisted solution printing of large-grained perovskite films for high-efficiency solar cells,2017,10.1038/ncomms16045,https://openalex.org/W2731818310,450,True,https://www.nature.com/articles/ncomms16045.pdf,https://doi.org/10.1038/ncomms16045,Nature Communications,10.1038ncomms16045,meniscus assisted solution printing of large grained perovskite films for high efficiency solar cells,30.557336697513392,0.2,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,32.757336697513395
Regulating surface potential maximizes voltage in all-perovskite tandems,2022,10.1038/s41586-022-05541-z,https://openalex.org/W4309158972,607,True,https://www.osti.gov/servlets/purl/1900407,https://www.osti.gov/biblio/1903181,Nature,10.1038s41586-022-05541-z,regulating surface potential maximizes voltage in all perovskite tandems,32.05087440983084,0.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.75087440983084
Advances in two-dimensional organic–inorganic hybrid perovskites,2020,10.1039/c9ee03757h,https://openalex.org/W3008295325,624,True,https://www.osti.gov/servlets/purl/1605081,https://www.osti.gov/biblio/1602077,Energy & Environmental Science,10.1039c9ee03757h,advances in two dimensional organic inorganic hybrid perovskites,32.18875824868201,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.68875824868201
Solvent-controlled growth of inorganic perovskite films in dry environment for efficient and stable solar cells,2018,10.1038/s41467-018-04636-4,https://openalex.org/W2806673750,640,True,https://www.nature.com/articles/s41467-018-04636-4.pdf,https://doi.org/10.1038/s41467-018-04636-4,Nature Communications,10.1038s41467-018-04636-4,solvent controlled growth of inorganic perovskite films in dry environment for efficient and stable solar cells,32.31514728460335,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.615147284603346
A polymer scaffold for self-healing perovskite solar cells,2016,10.1038/ncomms10228,https://openalex.org/W2397919288,666,True,https://www.nature.com/articles/ncomms10228.pdf,https://doi.org/10.1038/ncomms10228,Nature Communications,10.1038ncomms10228,a polymer scaffold for self healing perovskite solar cells,32.513950229578114,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.613950229578116
"Solar-Driven Metal Halide Perovskite Photocatalysis: Design, Stability, and Performance",2020,10.1021/acsenergylett.0c00058,https://openalex.org/W3010364008,611,True,,https://doi.org/10.1021/acsenergylett.0c00058,ACS Energy Letters,10.1021acsenergylett.0c00058,solar driven metal halide perovskite photocatalysis design stability and performance,32.08366141256163,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.58366141256163
Molecular doping enabled scalable blading of efficient hole-transport-layer-free perovskite solar cells,2018,10.1038/s41467-018-04028-8,https://openalex.org/W4239574994,425,True,https://www.nature.com/articles/s41467-018-04028-8.pdf,https://doi.org/10.1038/s41467-018-04028-8,Nature Communications,10.1038s41467-018-04028-8,molecular doping enabled scalable blading of efficient hole transport layer free perovskite solar cells,30.272196731346853,0.3,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,32.57219673134685
Highly efficient p-i-n perovskite solar cells that endure temperature variations,2023,10.1126/science.add7331,https://openalex.org/W4318263747,568,True,https://cronfa.swan.ac.uk/Record/cronfa62477/Download/62477__26444__eb1b921aa7ef44fd8aefd71b14400751.pdf,https://cronfa.swan.ac.uk/Record/cronfa62477,Science,10.1126science.add7331,highly efficient p i n perovskite solar cells that endure temperature variations,31.719402170631653,0.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.51940217063165
Crystallization in one-step solution deposition of perovskite films: Upward or downward?,2021,10.1126/sciadv.abb2412,https://openalex.org/W3125798042,388,True,,https://doi.org/10.1126/sciadv.abb2412,Science Advances,10.1126sciadv.abb2412,crystallization in one step solution deposition of perovskite films upward or downward,29.81789671809223,0.6,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,32.41789671809223
Droplet Manipulation and Crystallization Regulation in Inkjet-Printed Perovskite Film Formation,2022,10.31635/ccschem.022.202101583,https://openalex.org/W4206560957,41,True,,https://doi.org/10.31635/ccschem.022.202101583,CCS Chemistry,10.31635ccschem.022.202101583,droplet manipulation and crystallization regulation in inkjet printed perovskite film formation,18.68834809141684,0.7,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,32.388348091416844
Deterministic fabrication of 3D/2D perovskite bilayer stacks for durable and efficient solar cells,2022,10.1126/science.abq7652,https://openalex.org/W4296766770,554,True,https://www.osti.gov/servlets/purl/1909609,https://www.osti.gov/biblio/1909609,Science,10.1126science.abq7652,deterministic fabrication of 3d 2d perovskite bilayer stacks for durable and efficient solar cells,31.594840568732174,0.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.29484056873218
Circularly polarized light detection using chiral hybrid perovskite,2019,10.1038/s41467-019-09942-z,https://openalex.org/W2941942848,581,True,https://www.nature.com/articles/s41467-019-09942-z.pdf,https://doi.org/10.1038/s41467-019-09942-z,Nature Communications,10.1038s41467-019-09942-z,circularly polarized light detection using chiral hybrid perovskite,31.83235223865719,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.23235223865719
Roll-to-roll gravure-printed flexible perovskite solar cells using eco-friendly antisolvent bathing with wide processing window,2020,10.1038/s41467-020-18940-5,https://openalex.org/W3092176741,312,True,https://www.nature.com/articles/s41467-020-18940-5.pdf,https://doi.org/10.1038/s41467-020-18940-5,Nature Communications,10.1038s41467-020-18940-5,roll to roll gravure printed flexible perovskite solar cells using eco friendly antisolvent bathing with wide processing window,28.731015952700766,0.5,1.5,3.0,0.0,0.0,,,0.0,0.0,0.0,32.231015952700766
Harnessing Defect-Tolerance at the Nanoscale: Highly Luminescent Lead Halide Perovskite Nanocrystals in Mesoporous Silica Matrixes,2016,10.1021/acs.nanolett.6b02688,https://openalex.org/W2510601879,614,True,,https://doi.org/10.1021/acs.nanolett.6b02688,Nano Letters,10.1021acs.nanolett.6b02688,harnessing defect tolerance at the nanoscale highly luminescent lead halide perovskite nanocrystals in mesoporous silica matrixes,32.10811133903259,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.20811133903259
"Printed aerogels: chemistry, processing, and applications",2021,10.1039/c9cs00757a,https://openalex.org/W3128054074,304,True,https://pubs.rsc.org/en/content/articlepdf/2021/cs/c9cs00757a,https://doi.org/10.1039/c9cs00757a,Chemical Society Reviews,10.1039c9cs00757a,printed aerogels chemistry processing and applications,28.601558883037058,0.6,1.5,3.0,0.0,0.0,,,0.0,0.0,0.0,32.20155888303706
Modulation of recombination zone position for quasi-two-dimensional blue perovskite light-emitting diodes with efficiency exceeding 5%,2019,10.1038/s41467-019-09011-5,https://openalex.org/W2919782722,566,True,https://www.nature.com/articles/s41467-019-09011-5.pdf,https://doi.org/10.1038/s41467-019-09011-5,Nature Communications,10.1038s41467-019-09011-5,modulation of recombination zone position for quasi two dimensional blue perovskite light emitting diodes with efficiency exceeding 5,31.70179651863876,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.10179651863876
In situ crosslinking-assisted perovskite grain growth for mechanically robust flexible perovskite solar cells with 23.4% efficiency,2023,10.1016/j.joule.2022.12.013,https://openalex.org/W4317038575,233,True,http://www.cell.com/article/S2542435122006122/pdf,https://doi.org/10.1016/j.joule.2022.12.013,Joule,10.1016j.joule.2022.12.013,in situ crosslinking assisted perovskite grain growth for mechanically robust flexible perovskite solar cells with 23 4 efficiency,27.27660557678851,0.8,2.0,4.0,0.0,0.0,,,0.0,0.0,0.0,32.07660557678851
"Synthesis, optoelectronic properties and applications of halide perovskites",2020,10.1039/c9cs00848a,https://openalex.org/W3020144358,545,True,https://pubs.rsc.org/en/content/articlepdf/2020/cs/c9cs00848a,https://doi.org/10.1039/c9cs00848a,Chemical Society Reviews,10.1039c9cs00848a,synthesis optoelectronic properties and applications of halide perovskites,31.513094878724527,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,32.01309487872453
Defects engineering for high-performance perovskite solar cells,2018,10.1038/s41528-018-0035-z,https://openalex.org/W2883938439,562,True,https://www.nature.com/articles/s41528-018-0035-z.pdf,https://doi.org/10.1038/s41528-018-0035-z,npj Flexible Electronics,10.1038s41528-018-0035-z,defects engineering for high performance perovskite solar cells,31.666398140698455,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.966398140698455
Flexible Perovskite Photovoltaic Modules and Solar Cells Based on Atomic Layer Deposited Compact Layers and UV‐Irradiated TiO2 Scaffolds on Plastic Substrates,2015,10.1002/aenm.201401808,https://openalex.org/W2150690597,594,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201401808,https://doi.org/10.1002/aenm.201401808,Advanced Energy Materials,10.1002aenm.201401808,flexible perovskite photovoltaic modules and solar cells based on atomic layer deposited compact layers and uv irradiated tio2 scaffolds on plastic substrates,31.94280702772815,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.94280702772815
Nucleation-controlled growth of superior lead-free perovskite Cs3Bi2I9 single-crystals for high-performance X-ray detection,2020,10.1038/s41467-020-16034-w,https://openalex.org/W3022329226,536,True,https://www.nature.com/articles/s41467-020-16034-w.pdf,https://doi.org/10.1038/s41467-020-16034-w,Nature Communications,10.1038s41467-020-16034-w,nucleation controlled growth of superior lead free perovskite cs3bi2i9 single crystals for high performance x ray detection,31.429990472544326,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.929990472544326
Efficient two-terminal all-perovskite tandem solar cells enabled by high-quality low-bandgap absorber layers,2018,10.1038/s41560-018-0278-x,https://openalex.org/W2901015524,550,True,https://www.osti.gov/servlets/purl/1485560,https://www.osti.gov/biblio/1485560,Nature Energy,10.1038s41560-018-0278-x,efficient two terminal all perovskite tandem solar cells enabled by high quality low bandgap absorber layers,31.558674045764576,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.858674045764577
High-performance quasi-2D perovskite light-emitting diodes: from materials to devices,2021,10.1038/s41377-021-00501-0,https://openalex.org/W3138583285,515,True,https://www.nature.com/articles/s41377-021-00501-0.pdf,https://doi.org/10.1038/s41377-021-00501-0,Light Science & Applications,10.1038s41377-021-00501-0,high performance quasi 2d perovskite light emitting diodes from materials to devices,31.230533827407815,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.830533827407816
Monolithic Perovskite Tandem Solar Cells: A Review of the Present Status and Advanced Characterization Methods Toward 30% Efficiency,2020,10.1002/aenm.201904102,https://openalex.org/W3023269376,523,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201904102,https://doi.org/10.1002/aenm.201904102,Advanced Energy Materials,10.1002aenm.201904102,monolithic perovskite tandem solar cells a review of the present status and advanced characterization methods toward 30 efficiency,31.30745842160521,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.80745842160521
Metal halide perovskite light emitters,2016,10.1073/pnas.1607471113,https://openalex.org/W2525292295,549,True,https://www.pnas.org/content/pnas/113/42/11694.full.pdf,https://doi.org/10.1073/pnas.1607471113,Proceedings of the National Academy of Sciences,10.1073pnas.1607471113,metal halide perovskite light emitters,31.54959139113258,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.64959139113258
Degradation mechanism of hybrid tin-based perovskite solar cells and the critical role of tin (IV) iodide,2021,10.1038/s41467-021-22864-z,https://openalex.org/W3160621054,495,True,https://www.nature.com/articles/s41467-021-22864-z.pdf,https://doi.org/10.1038/s41467-021-22864-z,Nature Communications,10.1038s41467-021-22864-z,degradation mechanism of hybrid tin based perovskite solar cells and the critical role of tin iv iodide,31.03287963362464,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.63287963362464
Large guanidinium cation mixed with methylammonium in lead iodide perovskites for 19% efficient solar cells,2017,10.1038/s41560-017-0054-3,https://openalex.org/W2771319237,531,True,https://www.nature.com/articles/s41560-017-0054-3.pdf,https://doi.org/10.1038/s41560-017-0054-3,Nature Energy,10.1038s41560-017-0054-3,large guanidinium cation mixed with methylammonium in lead iodide perovskites for 19 efficient solar cells,31.383217446708223,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.583217446708222
Facile fabrication of large-grain CH3NH3PbI3−xBrx films for high-efficiency solar cells via CH3NH3Br-selective Ostwald ripening,2016,10.1038/ncomms12305,https://openalex.org/W2478184717,541,True,https://www.nature.com/articles/ncomms12305.pdf,https://doi.org/10.1038/ncomms12305,Nature Communications,10.1038ncomms12305,facile fabrication of large grain ch3nh3pbi3 xbrx films for high efficiency solar cells via ch3nh3br selective ostwald ripening,31.476330007198232,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.576330007198234
High-performance large-area quasi-2D perovskite light-emitting diodes,2021,10.1038/s41467-021-22529-x,https://openalex.org/W3156248107,327,True,https://www.nature.com/articles/s41467-021-22529-x.pdf,https://doi.org/10.1038/s41467-021-22529-x,Nature Communications,10.1038s41467-021-22529-x,high performance large area quasi 2d perovskite light emitting diodes,28.96506804192072,0.6,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,31.56506804192072
Mixed halide perovskites for spectrally stable and high-efficiency blue light-emitting diodes,2021,10.1038/s41467-020-20582-6,https://openalex.org/W3120423813,488,True,https://www.nature.com/articles/s41467-020-20582-6.pdf,https://doi.org/10.1038/s41467-020-20582-6,Nature Communications,10.1038s41467-020-20582-6,mixed halide perovskites for spectrally stable and high efficiency blue light emitting diodes,30.961812447374363,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.561812447374365
Lattice strain causes non-radiative losses in halide perovskites,2019,10.1039/c8ee02751j,https://openalex.org/W2911095050,505,True,https://pubs.rsc.org/en/content/articlepdf/2019/ee/c8ee02751j,https://doi.org/10.1039/c8ee02751j,Energy & Environmental Science,10.1039c8ee02751j,lattice strain causes non radiative losses in halide perovskites,31.13268334643733,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.532683346437327
Trifluoroacetate induced small-grained CsPbBr3 perovskite films result in efficient and stable light-emitting devices,2019,10.1038/s41467-019-08425-5,https://openalex.org/W2914440772,503,True,https://www.nature.com/articles/s41467-019-08425-5.pdf,https://doi.org/10.1038/s41467-019-08425-5,Nature Communications,10.1038s41467-019-08425-5,trifluoroacetate induced small grained cspbbr3 perovskite films result in efficient and stable light emitting devices,31.112881340356843,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.51288134035684
All-inorganic cesium lead iodide perovskite solar cells with stabilized efficiency beyond 15%,2018,10.1038/s41467-018-06915-6,https://openalex.org/W2898318364,504,True,https://www.nature.com/articles/s41467-018-06915-6.pdf,https://doi.org/10.1038/s41467-018-06915-6,Nature Communications,10.1038s41467-018-06915-6,all inorganic cesium lead iodide perovskite solar cells with stabilized efficiency beyond 15,31.122792146376803,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.422792146376803
Conversion of invisible metal-organic frameworks to luminescent perovskite nanocrystals for confidential information encryption and decryption,2017,10.1038/s41467-017-01248-2,https://openalex.org/W2766836967,513,True,https://www.nature.com/articles/s41467-017-01248-2.pdf,https://doi.org/10.1038/s41467-017-01248-2,Nature Communications,10.1038s41467-017-01248-2,conversion of invisible metal organic frameworks to luminescent perovskite nanocrystals for confidential information encryption and decryption,31.21111632727583,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.411116327275828
Tailoring the Energy Landscape in Quasi-2D Halide Perovskites Enables Efficient Green-Light Emission,2017,10.1021/acs.nanolett.7b00976,https://openalex.org/W2611277466,508,True,https://utoronto.scholaris.ca/bitstreams/0a70018f-8027-41f4-be22-a7615d325e66/download,http://hdl.handle.net/1807/77204,Nano Letters,10.1021acs.nanolett.7b00976,tailoring the energy landscape in quasi 2d halide perovskites enables efficient green light emission,31.16224008275261,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.36224008275261
Antioxidant Grain Passivation for Air‐Stable Tin‐Based Perovskite Solar Cells,2018,10.1002/anie.201811539,https://openalex.org/W2903026162,496,True,http://ira.lib.polyu.edu.hk/bitstream/10397/100316/1/Tai_Antioxidant_Grain_Passivation.pdf,http://hdl.handle.net/10397/100316,Angewandte Chemie International Edition,10.1002anie.201811539,antioxidant grain passivation for air stable tin based perovskite solar cells,31.042950130483145,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.342950130483146
Spectra stable blue perovskite light-emitting diodes,2019,10.1038/s41467-019-09794-7,https://openalex.org/W2940595295,486,True,https://www.nature.com/articles/s41467-019-09794-7.pdf,https://doi.org/10.1038/s41467-019-09794-7,Nature Communications,10.1038s41467-019-09794-7,spectra stable blue perovskite light emitting diodes,30.94132061541295,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.341320615412947
Green Solvent Enabled Perovskite Ink for Ambient‐Air‐Processed Efficient Inkjet‐Printed Perovskite Solar Cells,2025,10.1002/adfm.202503717,https://openalex.org/W4409810712,31,True,,https://doi.org/10.1002/adfm.202503717,Advanced Functional Materials,10.1002adfm.202503717,green solvent enabled perovskite ink for ambient air processed efficient inkjet printed perovskite solar cells,17.328679513998633,1.0,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,31.328679513998633
Mixed‐Organic‐Cation Tin Iodide for Lead‐Free Perovskite Solar Cells with an Efficiency of 8.12%,2017,10.1002/advs.201700204,https://openalex.org/W2734778715,503,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201700204,https://doi.org/10.1002/advs.201700204,Advanced Science,10.1002advs.201700204,mixed organic cation tin iodide for lead free perovskite solar cells with an efficiency of 8 12,31.112881340356843,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.312881340356842
Advances in the Application of Perovskite Materials,2023,10.1007/s40820-023-01140-3,https://openalex.org/W4383710709,444,True,https://link.springer.com/content/pdf/10.1007/s40820-023-01140-3.pdf,https://doi.org/10.1007/s40820-023-01140-3,Nano-Micro Letters,10.1007s40820-023-01140-3,advances in the application of perovskite materials,30.4903714108312,0.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.290371410831202
Stability of perovskite solar cells: issues and prospects,2023,10.1039/d2ra05903g,https://openalex.org/W4313893985,435,True,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d2ra05903g,https://doi.org/10.1039/d2ra05903g,RSC Advances,10.1039d2ra05903g,stability of perovskite solar cells issues and prospects,30.38821121674517,0.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.18821121674517
"Colloidal lead halide perovskite nanocrystals: synthesis, optical properties and applications",2016,10.1038/am.2016.167,https://openalex.org/W2555716431,497,True,https://www.nature.com/articles/am2016167.pdf,https://doi.org/10.1038/am.2016.167,NPG Asia Materials,10.1038am.2016.167,colloidal lead halide perovskite nanocrystals synthesis optical properties and applications,31.053000385123262,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.153000385123264
A general approach to high-efficiency perovskite solar cells by any antisolvent,2021,10.1038/s41467-021-22049-8,https://openalex.org/W3129036993,449,True,https://www.nature.com/articles/s41467-021-22049-8.pdf,https://doi.org/10.1038/s41467-021-22049-8,Nature Communications,10.1038s41467-021-22049-8,a general approach to high efficiency perovskite solar cells by any antisolvent,30.546237913821827,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.146237913821828
Enhanced Efficiency and Stability of Inverted Perovskite Solar Cells Using Highly Crystalline SnO 2 Nanocrystals as the Robust Electron‐Transporting Layer,2016,10.1002/adma.201600619,https://openalex.org/W2390031586,496,True,https://www.osti.gov/servlets/purl/1343586,https://www.osti.gov/biblio/1343586,Advanced Materials,10.1002adma.201600619,enhanced efficiency and stability of inverted perovskite solar cells using highly crystalline sno 2 nanocrystals as the robust electron transporting layer,31.042950130483145,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.142950130483147
Compositional Engineering for Efficient Wide Band Gap Perovskites with Improved Stability to Photoinduced Phase Segregation,2018,10.1021/acsenergylett.7b01255,https://openalex.org/W2785057478,476,True,https://www.osti.gov/servlets/purl/1693733,https://www.osti.gov/biblio/1693733,ACS Energy Letters,10.1021acsenergylett.7b01255,compositional engineering for efficient wide band gap perovskites with improved stability to photoinduced phase segregation,30.83758245444171,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.13758245444171
High-performance semitransparent perovskite solar cells with solution-processed silver nanowires as top electrodes,2014,10.1039/c4nr06033d,https://openalex.org/W2048098095,336,True,https://open.fau.de/bitstreams/4c6f355b-d39c-488e-bbab-5774024f7357/download,https://nbn-resolving.org/urn:nbn:de:bvb:29-opus4-83586,Nanoscale,10.1039c4nr06033d,high performance semitransparent perovskite solar cells with solution processed silver nanowires as top electrodes,29.10041465176181,0.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,31.10041465176181
Impact of H 2 O on organic–inorganic hybrid perovskite solar cells,2017,10.1039/c7ee01674c,https://openalex.org/W2758692133,481,True,,https://doi.org/10.1039/c7ee01674c,Energy & Environmental Science,10.1039c7ee01674c,impact of h 2 o on organic inorganic hybrid perovskite solar cells,30.889720570253,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.089720570253
Lead halide perovskites for photocatalytic organic synthesis,2019,10.1038/s41467-019-10634-x,https://openalex.org/W2955361498,456,True,https://www.nature.com/articles/s41467-019-10634-x.pdf,https://doi.org/10.1038/s41467-019-10634-x,Nature Communications,10.1038s41467-019-10634-x,lead halide perovskites for photocatalytic organic synthesis,30.623416954471026,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.023416954471024
Recent Advances in Flexible Perovskite Solar Cells: Fabrication and Applications,2018,10.1002/anie.201809781,https://openalex.org/W2937886105,457,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.201809781,https://doi.org/10.1002/anie.201809781,Angewandte Chemie International Edition,10.1002anie.201809781,recent advances in flexible perovskite solar cells fabrication and applications,30.634345920570926,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.934345920570927
Smoothing the energy transfer pathway in quasi-2D perovskite films using methanesulfonate leads to highly efficient light-emitting devices,2021,10.1038/s41467-021-21522-8,https://openalex.org/W3131699578,430,True,https://www.nature.com/articles/s41467-021-21522-8.pdf,https://doi.org/10.1038/s41467-021-21522-8,Nature Communications,10.1038s41467-021-21522-8,smoothing the energy transfer pathway in quasi 2d perovskite films using methanesulfonate leads to highly efficient light emitting devices,30.330540450518736,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.930540450518738
Recent Progress on the Long‐Term Stability of Perovskite Solar Cells,2018,10.1002/advs.201700387,https://openalex.org/W2790911031,450,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201700387,https://doi.org/10.1002/advs.201700387,Advanced Science,10.1002advs.201700387,recent progress on the long term stability of perovskite solar cells,30.557336697513392,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.857336697513393
Stable and low-photovoltage-loss perovskite solar cells by multifunctional passivation,2021,10.1038/s41566-021-00829-4,https://openalex.org/W3179103525,423,True,http://ira.lib.polyu.edu.hk/bitstream/10397/103581/1/Yang_Stable_Low_Photovoltage.pdf,http://hdl.handle.net/10397/103581,Nature Photonics,10.1038s41566-021-00829-4,stable and low photovoltage loss perovskite solar cells by multifunctional passivation,30.24866727615979,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.84866727615979
Lead-Free Perovskite Materials for Solar Cells,2021,10.1007/s40820-020-00578-z,https://openalex.org/W3125938257,416,True,https://link.springer.com/content/pdf/10.1007/s40820-020-00578-z.pdf,https://doi.org/10.1007/s40820-020-00578-z,Nano-Micro Letters,10.1007s40820-020-00578-z,lead free perovskite materials for solar cells,30.165431108994007,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.765431108994008
Advances in hole transport materials engineering for stable and efficient perovskite solar cells,2017,10.1016/j.nanoen.2017.02.025,https://openalex.org/W2589370404,448,True,https://kops.uni-konstanz.de/server/api/core/bitstreams/5193df29-6b1b-4c44-b073-3e1ac3ba91dc/content,http://nbn-resolving.de/urn:nbn:de:bsz:352-0-411364,Nano Energy,10.1016j.nanoen.2017.02.025,advances in hole transport materials engineering for stable and efficient perovskite solar cells,30.535114438711272,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.73511443871127
Perovskite Solar Cells with ZnO Electron‐Transporting Materials,2017,10.1002/adma.201703737,https://openalex.org/W2767493122,446,True,https://discovery.ucl.ac.uk/10051643/1/final%20accepted.pdf,https://discovery.ucl.ac.uk/id/eprint/10051643/,Advanced Materials,10.1002adma.201703737,perovskite solar cells with zno electron transporting materials,30.512792973067846,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.712792973067845
